EUR1M Curncy - Date,EUR1M Curncy - Last Price,JPY1M Curncy - Date,JPY1M Curncy - Last Price,GBP1M Curncy - Date,GBP1M Curncy - Last Price,CAD1M Curncy -  Date,CAD1M Curncy - Last Price
2024-08-01,15.59,2024-08-01,-68.79,2024-08-01,4.88,2024-08-01,-12.43
2024-07-31,16.1,2024-07-31,-71.12,2024-07-31,4.02,2024-07-31,-12.75
2024-07-30,16.64,2024-07-30,-75.62,2024-07-30,3.76,2024-07-30,-11.69
2024-07-29,15.08,2024-07-29,-69.46,2024-07-29,3.31,2024-07-29,-12.11
2024-07-26,15.62,2024-07-26,-71.19,2024-07-26,3.43,2024-07-26,-11.97
2024-07-25,15.66,2024-07-25,-71.28,2024-07-25,3.41,2024-07-25,-11.94
2024-07-24,15.62,2024-07-24,-71.11,2024-07-24,3.26,2024-07-24,-12.17
2024-07-23,16.17,2024-07-23,-74.54,2024-07-23,3.26,2024-07-23,-11.8
2024-07-22,16.73,2024-07-22,-77.68,2024-07-22,3.34,2024-07-22,-11.03
2024-07-19,15.69,2024-07-19,-73.14,2024-07-19,3.03,2024-07-19,-10.98
2024-07-18,15.7,2024-07-18,-72.97,2024-07-18,2.96,2024-07-18,-10.58
2024-07-17,15.81,2024-07-17,-72.51,2024-07-17,2.76,2024-07-17,-10.87
2024-07-16,16.19,2024-07-16,-75.82,2024-07-16,2.92,2024-07-16,-11.14
2024-07-15,16.74,2024-07-15,-78.24,2024-07-15,2.94,2024-07-15,-10.29
2024-07-12,15.73,2024-07-12,-78.1,2024-07-12,2.65,2024-07-12,-10.14
2024-07-11,15.55,2024-07-11,-73.75,2024-07-11,2.61,2024-07-11,-9.92
2024-07-10,15.48,2024-07-10,-77.57,2024-07-10,2.51,2024-07-10,-10.16
2024-07-09,15.98,2024-07-09,-79.74,2024-07-09,2.64,2024-07-09,-10.4
2024-07-08,16.52,2024-07-08,-81.92,2024-07-08,2.74,2024-07-08,-9.82
2024-07-05,15.57,2024-07-05,-74.88,2024-07-05,2.54,2024-07-05,-9.76
2024-07-04,15.55,2024-07-04,-75.19,2024-07-04,2.5,2024-07-04,-9.77
2024-07-03,15.49,2024-07-03,-75.47,2024-07-03,2.3,2024-07-03,-9.86
2024-07-02,15.46,2024-07-02,-75.37,2024-07-02,2.28,2024-07-02,-10.68
2024-07-01,16.45,2024-07-01,-80.39,2024-07-01,2.43,2024-07-01,-9.63
2024-06-28,15.61,2024-06-28,-75.64,2024-06-28,2.28,2024-06-28,-9.7
2024-06-27,15.65,2024-06-27,-75.42,2024-06-27,2.13,2024-06-27,-10.13
2024-06-26,16.49,2024-06-26,-80.64,2024-06-26,2.19,2024-06-26,-9.64
2024-06-25,16.17,2024-06-25,-78.14,2024-06-25,2.19,2024-06-25,-8.74
2024-06-24,15.26,2024-06-24,-73.21,2024-06-24,2.02,2024-06-24,-8.65
2024-06-21,15.23,2024-06-21,-73.12,2024-06-21,1.96,2024-06-21,-8.83
2024-06-20,15.1,2024-06-20,-72.61,2024-06-20,1.98,2024-06-20,-9.03
2024-06-19,15.62,2024-06-19,-74.63,2024-06-19,1.98,2024-06-19,-9.22
2024-06-18,16.09,2024-06-18,-76.99,2024-06-18,2.15,2024-06-18,-9.25
2024-06-17,16.14,2024-06-17,-77.04,2024-06-17,2.2,2024-06-17,-8.96
2024-06-14,15.27,2024-06-14,-72.38,2024-06-14,2.2,2024-06-14,-9.09
2024-06-13,15.07,2024-06-13,-71.74,2024-06-13,1.98,2024-06-13,-9.25
2024-06-12,15.6,2024-06-12,-76.46,2024-06-12,2.09,2024-06-12,-9.46
2024-06-11,16.01,2024-06-11,-79.11,2024-06-11,2.28,2024-06-11,-8.91
2024-06-10,15.02,2024-06-10,-71.88,2024-06-10,2.12,2024-06-10,-8.8
2024-06-07,14.95,2024-06-07,-71.63,2024-06-07,2.06,2024-06-07,-8.74
2024-06-06,14.92,2024-06-06,-71.06,2024-06-06,2.04,2024-06-06,-9.07
2024-06-05,15.16,2024-06-05,-73.71,2024-06-05,2.05,2024-06-05,-9.26
2024-06-04,15.65,2024-06-04,-75.47,2024-06-04,2.14,2024-06-04,-8.05
2024-06-03,14.49,2024-06-03,-71.1,2024-06-03,1.91,2024-06-03,-8.2
2024-05-31,14.82,2024-05-31,-73.99,2024-05-31,1.97,2024-05-31,-8.11
2024-05-30,14.33,2024-05-30,-71.49,2024-05-30,1.87,2024-05-30,-6.9
2024-05-29,13.33,2024-05-29,-66.47,2024-05-29,1.86,2024-05-29,-7.14
2024-05-28,13.78,2024-05-28,-68.57,2024-05-28,1.82,2024-05-28,-7.25
2024-05-27,14.18,2024-05-27,-70.72,2024-05-27,1.89,2024-05-27,-7.39
2024-05-24,14.5,2024-05-24,-73.1,2024-05-24,1.84,2024-05-24,-7.44
2024-05-23,14.43,2024-05-23,-73.04,2024-05-23,1.85,2024-05-23,-7.16
2024-05-22,14.18,2024-05-22,-72.96,2024-05-22,1.82,2024-05-22,-7.31
2024-05-21,14.65,2024-05-21,-75.01,2024-05-21,2.05,2024-05-21,-7.59
2024-05-20,15.06,2024-05-20,-77.52,2024-05-20,1.97,2024-05-20,-6.52
2024-05-17,14,2024-05-17,-72.61,2024-05-17,1.62,2024-05-17,-6.49
2024-05-16,13.89,2024-05-16,-72.45,2024-05-16,1.69,2024-05-16,-6.39
2024-05-15,13.72,2024-05-15,-72.46,2024-05-15,1.82,2024-05-15,-6.58
2024-05-14,14.14,2024-05-14,-75.49,2024-05-14,1.96,2024-05-14,-6.64
2024-05-13,14.51,2024-05-13,-77.88,2024-05-13,2.02,2024-05-13,-6.3
2024-05-10,13.46,2024-05-10,-72.94,2024-05-10,1.98,2024-05-10,-6.45
2024-05-09,13.45,2024-05-09,-72.72,2024-05-09,2.09,2024-05-09,-6.43
2024-05-08,13.36,2024-05-08,-72.67,2024-05-08,2.23,2024-05-08,-6.49
2024-05-07,13.72,2024-05-07,-74.58,2024-05-07,2.24,2024-05-07,-6.65
2024-05-06,14.14,2024-05-06,-76.53,2024-05-06,2.38,2024-05-06,-6.29
2024-05-03,13.27,2024-05-03,-76.05,2024-05-03,2.32,2024-05-03,-6.24
2024-05-02,13.21,2024-05-02,-76.28,2024-05-02,2.04,2024-05-02,-6.22
2024-05-01,13.2,2024-05-01,-72.22,2024-05-01,2.06,2024-05-01,-6.56
2024-04-30,13.17,2024-04-30,-75.82,2024-04-30,2.02,2024-04-30,-6.92
2024-04-29,13.66,2024-04-29,-77.8,2024-04-29,1.95,2024-04-29,-6.42
2024-04-26,13.31,2024-04-26,-79.25,2024-04-26,1.79,2024-04-26,-6.03
2024-04-25,12.86,2024-04-25,-73.18,2024-04-25,1.78,2024-04-25,-6.25
2024-04-24,13.64,2024-04-24,-75.64,2024-04-24,1.89,2024-04-24,-6.51
2024-04-23,14.08,2024-04-23,-77.63,2024-04-23,1.96,2024-04-23,-6.08
2024-04-22,12.68,2024-04-22,-70.38,2024-04-22,2.05,2024-04-22,-6.12
2024-04-19,12.76,2024-04-19,-70.34,2024-04-19,2.12,2024-04-19,-5.89
2024-04-18,12.69,2024-04-18,-70.03,2024-04-18,2.05,2024-04-18,-6.05
2024-04-17,13.14,2024-04-17,-72.22,2024-04-17,2.21,2024-04-17,-6.4
2024-04-16,13.65,2024-04-16,-74.95,2024-04-16,2.4,2024-04-16,-6.1
2024-04-15,12.8,2024-04-15,-70.19,2024-04-15,2.26,2024-04-15,-6.05
2024-04-12,12.96,2024-04-12,-70.07,2024-04-12,2.38,2024-04-12,-5.87
2024-04-11,12.86,2024-04-11,-69.79,2024-04-11,2.2,2024-04-11,-5.95
2024-04-10,13.3,2024-04-10,-71.81,2024-04-10,2.26,2024-04-10,-6.17
2024-04-09,13.84,2024-04-09,-73.49,2024-04-09,2.37,2024-04-09,-6.32
2024-04-08,12.99,2024-04-08,-68.98,2024-04-08,2.23,2024-04-08,-6.12
2024-04-05,13,2024-04-05,-69.08,2024-04-05,2.22,2024-04-05,-6.1
2024-04-04,12.9,2024-04-04,-68.63,2024-04-04,2.07,2024-04-04,-6.14
2024-04-03,13.38,2024-04-03,-73.3,2024-04-03,2.24,2024-04-03,-6.65
2024-04-02,13.83,2024-04-02,-75.64,2024-04-02,2.29,2024-04-02,-6.18
2024-04-01,12.96,2024-04-01,-78.43,2024-04-01,2.08,2024-04-01,-5.86
2024-03-29,13.02,2024-03-29,-69.1,2024-03-29,2.08,2024-03-29,-5.76
2024-03-28,12.99,2024-03-28,-69.04,2024-03-28,2.06,2024-03-28,-5.87
2024-03-27,13.04,2024-03-27,-73.99,2024-03-27,1.93,2024-03-27,-6.54
2024-03-26,14.41,2024-03-26,-76.61,2024-03-26,2.13,2024-03-26,-6.59
2024-03-25,14.38,2024-03-25,-78.75,2024-03-25,2.3,2024-03-25,-6.22
2024-03-22,13.35,2024-03-22,-71.6,2024-03-22,2.05,2024-03-22,-6.18
2024-03-21,13.3,2024-03-21,-71.66,2024-03-21,2.04,2024-03-21,-6.12
2024-03-20,13.44,2024-03-20,-72.24,2024-03-20,2.02,2024-03-20,-6.42
2024-03-19,14.01,2024-03-19,-72.27,2024-03-19,2.18,2024-03-19,-6.87
2024-03-18,14.47,2024-03-18,-74.35,2024-03-18,2.37,2024-03-18,-6.68
2024-03-15,13.65,2024-03-15,-72.1,2024-03-15,2.39,2024-03-15,-6.41
2024-03-14,13.65,2024-03-14,-71.65,2024-03-14,2.45,2024-03-14,-6.34
2024-03-13,13.73,2024-03-13,-71.69,2024-03-13,2.47,2024-03-13,-6.38
2024-03-12,14.2,2024-03-12,-73.65,2024-03-12,2.52,2024-03-12,-6.55
2024-03-11,14.63,2024-03-11,-75.4,2024-03-11,2.6,2024-03-11,-6.18
2024-03-08,13.7,2024-03-08,-70.9,2024-03-08,2.43,2024-03-08,-6.09
2024-03-07,13.67,2024-03-07,-71.28,2024-03-07,2.33,2024-03-07,-5.95
2024-03-06,13.63,2024-03-06,-71.78,2024-03-06,2.42,2024-03-06,-6.05
2024-03-05,14.05,2024-03-05,-74.86,2024-03-05,2.58,2024-03-05,-6.32
2024-03-04,14.57,2024-03-04,-77.52,2024-03-04,2.59,2024-03-04,-6.1
2024-03-01,13.81,2024-03-01,-73.08,2024-03-01,2.46,2024-03-01,-6.19
2024-02-29,13.65,2024-02-29,-72.85,2024-02-29,2.38,2024-02-29,-6.21
2024-02-28,14.25,2024-02-28,-73.09,2024-02-28,2.51,2024-02-28,-5.34
2024-02-27,12.27,2024-02-27,-67.27,2024-02-27,2.1,2024-02-27,-5.4
2024-02-26,12.66,2024-02-26,-67.49,2024-02-26,2.2,2024-02-26,-5.48
2024-02-23,12.59,2024-02-23,-67.13,2024-02-23,2.16,2024-02-23,-5.24
2024-02-22,12.52,2024-02-22,-67.09,2024-02-22,2.16,2024-02-22,-5.52
2024-02-21,13.3,2024-02-21,-67.01,2024-02-21,2.25,2024-02-21,-5.21
2024-02-20,12.45,2024-02-20,-66.77,2024-02-20,2.09,2024-02-20,-5.17
2024-02-19,12.38,2024-02-19,-66.88,2024-02-19,2.04,2024-02-19,-5.05
2024-02-16,12.36,2024-02-16,-69.23,2024-02-16,2.05,2024-02-16,-5.03
2024-02-15,12.36,2024-02-15,-69.25,2024-02-15,2.06,2024-02-15,-5.2
2024-02-14,13.19,2024-02-14,-71.91,2024-02-14,2.24,2024-02-14,-5
2024-02-13,12.36,2024-02-13,-67.45,2024-02-13,2.13,2024-02-13,-5.14
2024-02-12,12.44,2024-02-12,-66.68,2024-02-12,2.14,2024-02-12,-5.1
2024-02-09,12.48,2024-02-09,-66.68,2024-02-09,2.17,2024-02-09,-4.99
2024-02-08,12.48,2024-02-08,-66.77,2024-02-08,2.17,2024-02-08,-5.19
2024-02-07,13.4,2024-02-07,-70.74,2024-02-07,2.32,2024-02-07,-4.92
2024-02-06,12.49,2024-02-06,-65.78,2024-02-06,2.19,2024-02-06,-4.9
2024-02-05,12.44,2024-02-05,-65.83,2024-02-05,2.29,2024-02-05,-5.05
2024-02-02,12.66,2024-02-02,-66.04,2024-02-02,2.44,2024-02-02,-4.94
2024-02-01,13.06,2024-02-01,-66,2024-02-01,2.65,2024-02-01,-5.02
2024-01-31,13.96,2024-01-31,-71.04,2024-01-31,3.08,2024-01-31,-5.08
2024-01-30,12.55,2024-01-30,-65.79,2024-01-30,2.25,2024-01-30,-4.72
2024-01-29,12.55,2024-01-29,-65.74,2024-01-29,2.19,2024-01-29,-4.94
2024-01-26,12.98,2024-01-26,-68.24,2024-01-26,2.22,2024-01-26,-5.09
2024-01-25,13.47,2024-01-25,-70.33,2024-01-25,2.31,2024-01-25,-5.16
2024-01-24,13.48,2024-01-24,-70.18,2024-01-24,2.24,2024-01-24,-5.47
2024-01-23,13.88,2024-01-23,-72.95,2024-01-23,2.36,2024-01-23,-5.62
2024-01-22,14.26,2024-01-22,-75.23,2024-01-22,2.47,2024-01-22,-5.28
2024-01-19,13.39,2024-01-19,-77.6,2024-01-19,2.37,2024-01-19,-5.15
2024-01-18,13.43,2024-01-18,-70.82,2024-01-18,2.38,2024-01-18,-5.5
2024-01-17,13.97,2024-01-17,-73.18,2024-01-17,2.55,2024-01-17,-5.72
2024-01-16,14.34,2024-01-16,-75,2024-01-16,2.61,2024-01-16,-5.99
2024-01-15,14.83,2024-01-15,-76.67,2024-01-15,2.54,2024-01-15,-5.47
2024-01-12,13.55,2024-01-12,-69.57,2024-01-12,2.3,2024-01-12,-5.55
2024-01-11,13.59,2024-01-11,-69.97,2024-01-11,2.27,2024-01-11,-5.45
2024-01-10,13.52,2024-01-10,-72.21,2024-01-10,2.24,2024-01-10,-5.63
2024-01-09,13.84,2024-01-09,-73.93,2024-01-09,2.28,2024-01-09,-5.92
2024-01-08,14.41,2024-01-08,-76.46,2024-01-08,2.49,2024-01-08,-5.68
2024-01-05,13.59,2024-01-05,-76.78,2024-01-05,2.4,2024-01-05,-5.57
2024-01-04,13.5,2024-01-04,-69.75,2024-01-04,2.35,2024-01-04,-5.6
2024-01-03,13.45,2024-01-03,-69.33,2024-01-03,2.36,2024-01-03,-5.92
2024-01-02,13.9,2024-01-02,-68.74,2024-01-02,2.48,2024-01-02,-5.93
2024-01-01,14.27,2024-01-01,-68.38,2024-01-01,2.33,2024-01-01,-6.09
2023-12-29,14.26,2023-12-29,-68.37,2023-12-29,2.28,2023-12-29,-5.9
2023-12-28,13.54,2023-12-28,-70.68,2023-12-28,2.12,2023-12-28,-6.72
2023-12-27,14.75,2023-12-27,-76.53,2023-12-27,2.59,2023-12-27,-6.92
2023-12-26,16.23,2023-12-26,-75.86,2023-12-26,2.93,2023-12-26,-6.95
2023-12-25,16.22,2023-12-25,-77.89,2023-12-25,2.93,2023-12-25,-7.39
2023-12-22,16.23,2023-12-22,-74.92,2023-12-22,2.9,2023-12-22,-6.99
2023-12-21,16.43,2023-12-21,-74.51,2023-12-21,2.86,2023-12-21,-6.88
2023-12-20,14.18,2023-12-20,-74.52,2023-12-20,2.61,2023-12-20,-6.44
2023-12-19,15.2,2023-12-19,-77.05,2023-12-19,2.87,2023-12-19,-6.26
2023-12-18,15.86,2023-12-18,-79.33,2023-12-18,3.04,2023-12-18,-6.23
2023-12-15,15.28,2023-12-15,-74.14,2023-12-15,3.41,2023-12-15,-6.11
2023-12-14,15.21,2023-12-14,-73.12,2023-12-14,3.5,2023-12-14,-6.05
2023-12-13,15.45,2023-12-13,-76.31,2023-12-13,3.8,2023-12-13,-6.55
2023-12-12,16.12,2023-12-12,-80.45,2023-12-12,4.3,2023-12-12,-7.06
2023-12-11,16.6,2023-12-11,-83.41,2023-12-11,4.26,2023-12-11,-6.68
2023-12-08,15.02,2023-12-08,-74.74,2023-12-08,3.83,2023-12-08,-6.34
2023-12-07,15.05,2023-12-07,-73.67,2023-12-07,3.85,2023-12-07,-6.36
2023-12-06,15.07,2023-12-06,-77.22,2023-12-06,3.87,2023-12-06,-6.7
2023-12-05,15.91,2023-12-05,-79.8,2023-12-05,4,2023-12-05,-7.14
2023-12-04,16.58,2023-12-04,-82.06,2023-12-04,3.97,2023-12-04,-7.05
2023-12-01,15.91,2023-12-01,-75.29,2023-12-01,3.83,2023-12-01,-7.25
2023-11-30,15.84,2023-11-30,-75.42,2023-11-30,3.82,2023-11-30,-7.35
2023-11-29,16.74,2023-11-29,-82.81,2023-11-29,4.12,2023-11-29,-5.27
2023-11-28,12.95,2023-11-28,-66.72,2023-11-28,2.25,2023-11-28,-5.32
2023-11-27,13.37,2023-11-27,-69.5,2023-11-27,2.34,2023-11-27,-5.22
2023-11-24,13.35,2023-11-24,-69.89,2023-11-24,2.33,2023-11-24,-5.3
2023-11-23,13.26,2023-11-23,-69.98,2023-11-23,2.31,2023-11-23,-5.6
2023-11-22,14.5,2023-11-22,-69.97,2023-11-22,2.51,2023-11-22,-5.88
2023-11-21,14.49,2023-11-21,-74,2023-11-21,2.48,2023-11-21,-5.27
2023-11-20,13.02,2023-11-20,-69.41,2023-11-20,2.08,2023-11-20,-5.12
2023-11-17,12.96,2023-11-17,-69.98,2023-11-17,2.17,2023-11-17,-5.16
2023-11-16,12.9,2023-11-16,-70.38,2023-11-16,2.15,2023-11-16,-5.59
2023-11-15,13.34,2023-11-15,-73.01,2023-11-15,2.24,2023-11-15,-5.74
2023-11-14,13.81,2023-11-14,-74.93,2023-11-14,2.34,2023-11-14,-5.29
2023-11-13,12.75,2023-11-13,-71.1,2023-11-13,2.05,2023-11-13,-5.3
2023-11-10,12.71,2023-11-10,-71.1,2023-11-10,1.98,2023-11-10,-5.28
2023-11-09,12.64,2023-11-09,-70.81,2023-11-09,1.98,2023-11-09,-5.33
2023-11-08,13.09,2023-11-08,-72.69,2023-11-08,2.05,2023-11-08,-5.6
2023-11-07,13.57,2023-11-07,-75.06,2023-11-07,2.15,2023-11-07,-5.43
2023-11-06,12.77,2023-11-06,-70.35,2023-11-06,2.02,2023-11-06,-5.22
2023-11-03,12.77,2023-11-03,-70.22,2023-11-03,2.01,2023-11-03,-5.19
2023-11-02,12.63,2023-11-02,-70.79,2023-11-02,2,2023-11-02,-5.24
2023-11-01,13.06,2023-11-01,-71.38,2023-11-01,2.05,2023-11-01,-5.46
2023-10-31,13.54,2023-10-31,-76.24,2023-10-31,2.25,2023-10-31,-5.67
2023-10-30,12.81,2023-10-30,-70.8,2023-10-30,2.12,2023-10-30,-5.74
2023-10-27,12.76,2023-10-27,-71.26,2023-10-27,2.07,2023-10-27,-5.76
2023-10-26,13.07,2023-10-26,-73.7,2023-10-26,2.09,2023-10-26,-5.91
2023-10-25,13.05,2023-10-25,-73.48,2023-10-25,2.02,2023-10-25,-5.95
2023-10-24,13.55,2023-10-24,-75.61,2023-10-24,2.09,2023-10-24,-5.61
2023-10-23,14.12,2023-10-23,-78.06,2023-10-23,2.13,2023-10-23,-5.17
2023-10-20,13.18,2023-10-20,-73.38,2023-10-20,2,2023-10-20,-5.63
2023-10-19,13.59,2023-10-19,-75.84,2023-10-19,1.91,2023-10-19,-5.5
2023-10-18,13.14,2023-10-18,-73.6,2023-10-18,1.93,2023-10-18,-5.72
2023-10-17,13.78,2023-10-17,-75.97,2023-10-17,2.07,2023-10-17,-6.19
2023-10-16,14.25,2023-10-16,-78.49,2023-10-16,2.04,2023-10-16,-5.27
2023-10-13,13.35,2023-10-13,-73.87,2023-10-13,1.96,2023-10-13,-5.64
2023-10-12,13.32,2023-10-12,-73.73,2023-10-12,2.03,2023-10-12,-5.87
2023-10-11,13.37,2023-10-11,-73.57,2023-10-11,2.14,2023-10-11,-6.28
2023-10-10,13.92,2023-10-10,-75.81,2023-10-10,2.25,2023-10-10,-6.63
2023-10-09,14.26,2023-10-09,-78,2023-10-09,2.31,2023-10-09,-5.93
2023-10-06,13.25,2023-10-06,-77.85,2023-10-06,2.05,2023-10-06,-5.77
2023-10-05,13.17,2023-10-05,-72.85,2023-10-05,1.98,2023-10-05,-5.91
2023-10-04,13.18,2023-10-04,-73.15,2023-10-04,2.13,2023-10-04,-6.07
2023-10-03,13.64,2023-10-03,-75.13,2023-10-03,2.2,2023-10-03,-6.16
2023-10-02,14.21,2023-10-02,-78.89,2023-10-02,2.32,2023-10-02,-5.74
2023-09-29,13.49,2023-09-29,-80.89,2023-09-29,2.34,2023-09-29,-5.78
2023-09-28,13.52,2023-09-28,-73.67,2023-09-28,2.18,2023-09-28,-6.05
2023-09-27,14.23,2023-09-27,-78.29,2023-09-27,2.27,2023-09-27,-6.07
2023-09-26,14.12,2023-09-26,-76.39,2023-09-26,2.17,2023-09-26,-5.95
2023-09-25,13.34,2023-09-25,-71.4,2023-09-25,1.97,2023-09-25,-5.9
2023-09-22,13.39,2023-09-22,-71.08,2023-09-22,1.87,2023-09-22,-5.87
2023-09-21,13.33,2023-09-21,-70.52,2023-09-21,1.6,2023-09-21,-5.96
2023-09-20,13.75,2023-09-20,-73.95,2023-09-20,0.62,2023-09-20,-6.13
2023-09-19,14.2,2023-09-19,-76.53,2023-09-19,-0.22,2023-09-19,-5.84
2023-09-18,13.32,2023-09-18,-71.36,2023-09-18,0.02,2023-09-18,-5.79
2023-09-15,13.47,2023-09-15,-71.29,2023-09-15,0.16,2023-09-15,-5.78
2023-09-14,13.58,2023-09-14,-71.02,2023-09-14,0.47,2023-09-14,-5.86
2023-09-13,14.95,2023-09-13,-72.97,2023-09-13,0.75,2023-09-13,-6.11
2023-09-12,15.71,2023-09-12,-75.09,2023-09-12,0.81,2023-09-12,-5.86
2023-09-11,15.1,2023-09-11,-70.38,2023-09-11,0.82,2023-09-11,-5.82
2023-09-08,15.1,2023-09-08,-71,2023-09-08,0.89,2023-09-08,-5.85
2023-09-07,15.26,2023-09-07,-70.86,2023-09-07,0.99,2023-09-07,-6.21
2023-09-06,16.35,2023-09-06,-75.37,2023-09-06,1.29,2023-09-06,-6.4
2023-09-05,16.99,2023-09-05,-77.75,2023-09-05,1.36,2023-09-05,-5.82
2023-09-04,15.57,2023-09-04,-70.03,2023-09-04,1.51,2023-09-04,-5.93
2023-09-01,15.6,2023-09-01,-69.97,2023-09-01,1.63,2023-09-01,-5.92
2023-08-31,15.69,2023-08-31,-69.77,2023-08-31,1.75,2023-08-31,-6.18
2023-08-30,16.19,2023-08-30,-72.34,2023-08-30,1.82,2023-08-30,-5.31
2023-08-29,14.68,2023-08-29,-66.5,2023-08-29,1.67,2023-08-29,-5.42
2023-08-28,15.17,2023-08-28,-68.82,2023-08-28,1.92,2023-08-28,-5.63
2023-08-25,15.72,2023-08-25,-71.09,2023-08-25,1.88,2023-08-25,-5.56
2023-08-24,15.78,2023-08-24,-70.7,2023-08-24,1.92,2023-08-24,-5.65
2023-08-23,15.85,2023-08-23,-70.04,2023-08-23,2.16,2023-08-23,-5.75
2023-08-22,16.41,2023-08-22,-73.02,2023-08-22,2.22,2023-08-22,-5.85
2023-08-21,17,2023-08-21,-75.87,2023-08-21,2.34,2023-08-21,-5.41
2023-08-18,15.95,2023-08-18,-70.67,2023-08-18,2.4,2023-08-18,-5.46
2023-08-17,15.89,2023-08-17,-70.4,2023-08-17,2.4,2023-08-17,-5.53
2023-08-16,15.83,2023-08-16,-72.62,2023-08-16,2.39,2023-08-16,-5.52
2023-08-15,16.39,2023-08-15,-74.59,2023-08-15,2.45,2023-08-15,-5.64
2023-08-14,16.9,2023-08-14,-76.92,2023-08-14,2.43,2023-08-14,-5.45
2023-08-11,16,2023-08-11,-70.01,2023-08-11,2.29,2023-08-11,-5.48
2023-08-10,16.02,2023-08-10,-69.93,2023-08-10,2.33,2023-08-10,-5.55
2023-08-09,16.09,2023-08-09,-69.47,2023-08-09,2.39,2023-08-09,-5.78
2023-08-08,16.68,2023-08-08,-71.28,2023-08-08,2.53,2023-08-08,-5.87
2023-08-07,17.28,2023-08-07,-73.12,2023-08-07,2.63,2023-08-07,-5.55
2023-08-04,16.21,2023-08-04,-68.39,2023-08-04,2.51,2023-08-04,-5.46
2023-08-03,16.14,2023-08-03,-68.5,2023-08-03,2.52,2023-08-03,-5.36
2023-08-02,16.66,2023-08-02,-70.86,2023-08-02,2.06,2023-08-02,-5.43
2023-08-01,17.27,2023-08-01,-72.95,2023-08-01,1.95,2023-08-01,-5.85
2023-07-31,17.92,2023-07-31,-74.49,2023-07-31,2.13,2023-07-31,-5.64
2023-07-28,16.53,2023-07-28,-67.48,2023-07-28,2.01,2023-07-28,-5.53
2023-07-27,16.53,2023-07-27,-66.71,2023-07-27,2.13,2023-07-27,-5.3
2023-07-26,16.79,2023-07-26,-67.13,2023-07-26,2.26,2023-07-26,-5.58
2023-07-25,17.33,2023-07-25,-69.62,2023-07-25,2.19,2023-07-25,-5.7
2023-07-24,17.92,2023-07-24,-72.03,2023-07-24,2.41,2023-07-24,-5.23
2023-07-21,16.95,2023-07-21,-67.6,2023-07-21,2.14,2023-07-21,-5.21
2023-07-20,16.94,2023-07-20,-66.7,2023-07-20,2.28,2023-07-20,-4.97
2023-07-19,16.98,2023-07-19,-66,2023-07-19,2.35,2023-07-19,-5.14
2023-07-18,17.74,2023-07-18,-67.86,2023-07-18,2.04,2023-07-18,-5.23
2023-07-17,18.33,2023-07-17,-70,2023-07-17,2.09,2023-07-17,-4.48
2023-07-14,17.19,2023-07-14,-69.95,2023-07-14,2.1,2023-07-14,-4.5
2023-07-13,17.04,2023-07-13,-65.18,2023-07-13,2.22,2023-07-13,-4.28
2023-07-12,16.97,2023-07-12,-65.03,2023-07-12,2.58,2023-07-12,-4.64
2023-07-11,17.31,2023-07-11,-68.07,2023-07-11,2.48,2023-07-11,-5.7
2023-07-10,17.87,2023-07-10,-70.76,2023-07-10,2.47,2023-07-10,-5.62
2023-07-07,16.76,2023-07-07,-73.22,2023-07-07,2.42,2023-07-07,-5.68
2023-07-06,16.64,2023-07-06,-67.23,2023-07-06,2.4,2023-07-06,-6.13
2023-07-05,16.51,2023-07-05,-66.93,2023-07-05,2.6,2023-07-05,-6.21
2023-07-04,16.92,2023-07-04,-69.4,2023-07-04,2.84,2023-07-04,-6.4
2023-07-03,17.52,2023-07-03,-71.83,2023-07-03,2.9,2023-07-03,-6.66
2023-06-30,17.63,2023-06-30,-71.7,2023-06-30,3.02,2023-06-30,-6.52
2023-06-29,16.71,2023-06-29,-67.52,2023-06-29,3.08,2023-06-29,-5.59
2023-06-28,16.81,2023-06-28,-67.43,2023-06-28,2.69,2023-06-28,-6.04
2023-06-27,17.43,2023-06-27,-69.66,2023-06-27,2.95,2023-06-27,-5.9
2023-06-26,16.21,2023-06-26,-65.05,2023-06-26,2.81,2023-06-26,-5.65
2023-06-23,16.22,2023-06-23,-65.2,2023-06-23,2.76,2023-06-23,-5.51
2023-06-22,16.47,2023-06-22,-65.04,2023-06-22,2.67,2023-06-22,-5.86
2023-06-21,17.13,2023-06-21,-66.6,2023-06-21,4.69,2023-06-21,-6.09
2023-06-20,17.8,2023-06-20,-68.52,2023-06-20,5.37,2023-06-20,-5.64
2023-06-19,16.76,2023-06-19,-64.44,2023-06-19,5.12,2023-06-19,-5.7
2023-06-16,16.74,2023-06-16,-64.19,2023-06-16,5.38,2023-06-16,-5.78
2023-06-15,16.99,2023-06-15,-63.93,2023-06-15,5.55,2023-06-15,-6.12
2023-06-14,17.96,2023-06-14,-68.49,2023-06-14,6.38,2023-06-14,-6.61
2023-06-13,19.01,2023-06-13,-71.15,2023-06-13,7.23,2023-06-13,-6.99
2023-06-12,18.21,2023-06-12,-64.82,2023-06-12,7.36,2023-06-12,-7.4
2023-06-09,18.21,2023-06-09,-64.88,2023-06-09,7.38,2023-06-09,-7.3
2023-06-08,18.26,2023-06-08,-64.68,2023-06-08,7.48,2023-06-08,-7.02
2023-06-07,18.96,2023-06-07,-67.04,2023-06-07,7.85,2023-06-07,-7.82
